district_code,shelter_type,max_people,max_days
214,college,4202,21
214,marriage_hall,2578,7
214,community_hall,2080,10
215,school,169540,14
215,college,106464,21
215,marriage_hall,65484,7
215,community_hall,52869,10
215,school,153098,14
215,college,96142,21
215,marriage_hall,59143,7
215,community_hall,47752,10
215,school,16441,14
215,college,10322,21
215,marriage_hall,6341,7
215,community_hall,5117,10
216,school,206228,14
216,college,129483,21
216,marriage_hall,79581,7
216,community_hall,64232,10
216,school,185961,14
216,college,116761,21
216,marriage_hall,71771,7
216,community_hall,57931,10
216,school,20266,14
216,college,12721,21
216,marriage_hall,7810,7
216,community_hall,6301,10
217,school,108676,14
217,college,68180,21
217,marriage_hall,41734,7
217,community_hall,33635,10
217,school,101779,14
217,college,63854,21
217,marriage_hall,39087,7
217,community_hall,31502,10
217,school,6896,14
217,college,4326,21
217,marriage_hall,2647,7
217,community_hall,2133,10
218,school,141253,14
218,college,88618,21
218,marriage_hall,54242,7
218,community_hall,43715,10
218,school,133507,14
218,college,83759,21
218,marriage_hall,51269,7
218,community_hall,41319,10
218,school,7745,14
218,college,4858,21
218,marriage_hall,2972,7
218,community_hall,2395,10
219,school,167540,14
219,college,105107,21
219,marriage_hall,64326,7
219,community_hall,51840,10
219,school,152574,14
219,college,95718,21
219,marriage_hall,58581,7
219,community_hall,47210,10
219,school,14966,14
219,college,9388,21
219,marriage_hall,5745,7
219,community_hall,4629,10
220,school,149192,14
220,college,93636,21
220,marriage_hall,57434,7
220,community_hall,46322,10
220,school,139294,14
220,college,87426,21
220,marriage_hall,53631,7
220,community_hall,43257,10
220,school,9897,14
220,college,6209,21
220,marriage_hall,3802,7
220,community_hall,3064,10
221,school,182995,14
221,college,114894,21
221,marriage_hall,70607,7
221,community_hall,56987,10
221,school,176661,14
221,college,110918,21
221,marriage_hall,68165,7
221,community_hall,55017,10
221,school,6333,14
221,college,3975,21
221,marriage_hall,2441,7
221,community_hall,1970,10
222,school,127666,14
222,college,80160,21
222,marriage_hall,49275,7
222,community_hall,39774,10
222,school,103266,14
222,college,64842,21
222,marriage_hall,39870,7
222,community_hall,32186,10
222,school,24400,14
222,college,15317,21
222,marriage_hall,9404,7
222,community_hall,7588,10
223,school,71607,14
223,college,44960,21
223,marriage_hall,27633,7
223,community_hall,22304,10
223,school,67879,14
223,college,42620,21
223,marriage_hall,26197,7
223,community_hall,21145,10
223,school,3727,14
223,college,2340,21
223,marriage_hall,1436,7
223,community_hall,1158,10
224,school,129981,14
224,college,81591,21
224,marriage_hall,50084,7
224,community_hall,40406,10
224,school,104285,14
224,college,65464,21
224,marriage_hall,40195,7
224,community_hall,32431,10
224,school,25695,14
224,college,16126,21
224,marriage_hall,9888,7
224,community_hall,7974,10
225,school,87114,14
225,college,54685,21
225,marriage_hall,33574,7
225,community_hall,27088,10
225,school,84057,14
225,college,52766,21
225,marriage_hall,32395,7
225,community_hall,26137,10
225,school,3056,14
225,college,1918,21
225,marriage_hall,1178,7
225,community_hall,950,10
226,school,58658,14
226,college,36825,21
226,marriage_hall,22621,7
226,community_hall,18255,10
226,school,42388,14
226,college,26612,21
226,marriage_hall,16351,7
226,community_hall,13196,10
226,school,16269,14
226,college,10213,21
226,marriage_hall,6269,7
226,community_hall,5058,10
227,school,42486,14
227,college,26656,21
227,marriage_hall,16320,7
227,community_hall,13154,10
227,school,36404,14
227,college,22840,21
227,marriage_hall,13982,7
227,community_hall,11269,10
227,school,6082,14
227,college,3816,21
227,marriage_hall,2338,7
227,community_hall,1884,10
228,school,26964,14
228,college,16915,21
228,marriage_hall,10350,7
228,community_hall,8341,10
228,school,22337,14
228,college,14012,21
228,marriage_hall,8573,7
228,community_hall,6908,10
228,school,4627,14
228,college,2903,21
228,marriage_hall,1777,7
228,community_hall,1432,10
229,school,122269,14
229,college,76716,21
229,marriage_hall,46985,7
229,community_hall,37874,10
229,school,102817,14
229,college,64511,21
229,marriage_hall,39510,7
229,community_hall,31849,10
229,school,19452,14
229,college,12204,21
229,marriage_hall,7474,7
229,community_hall,6024,10
230,school,248172,14
230,college,155717,21
230,marriage_hall,95381,7
230,community_hall,76890,10
230,school,141147,14
230,college,88558,21
230,marriage_hall,54227,7
230,community_hall,43709,10
230,school,107024,14
230,college,67158,21
230,marriage_hall,41154,7
230,community_hall,33181,10
231,school,115377,14
231,college,72371,21
231,marriage_hall,44254,7
231,community_hall,35653,10
231,school,98891,14
231,college,62030,21
231,marriage_hall,37931,7
231,community_hall,30559,10
231,school,16485,14
231,college,10340,21
231,marriage_hall,6323,7
231,community_hall,5094,10
232,school,72178,14
232,college,45275,21
232,marriage_hall,27688,7
232,community_hall,22307,10
232,school,65201,14
232,college,40898,21
232,marriage_hall,25009,7
232,community_hall,20148,10
232,school,6977,14
232,college,4377,21
232,marriage_hall,2679,7
232,community_hall,2159,10
233,school,68818,14
233,college,43168,21
233,marriage_hall,26402,7
233,community_hall,21272,10
233,school,66042,14
233,college,41427,21
233,marriage_hall,25337,7
233,community_hall,20414,10
233,school,2775,14
233,college,1741,21
233,marriage_hall,1065,7
233,community_hall,858,10
234,school,125301,14
234,college,78601,21
234,marriage_hall,48081,7
234,community_hall,38741,10
234,school,107142,14
234,college,67207,21
234,marriage_hall,41105,7
234,community_hall,33118,10
234,school,18159,14
234,college,11393,21
234,marriage_hall,6976,7
234,community_hall,5622,10
235,school,107481,14
235,college,67420,21
235,marriage_hall,41236,7
235,community_hall,33224,10
235,school,97454,14
235,college,61130,21
235,marriage_hall,37388,7
235,community_hall,30123,10
235,school,10027,14
235,college,6289,21
235,marriage_hall,3847,7
235,community_hall,3100,10
236,school,185983,14
236,college,116669,21
236,marriage_hall,71378,7
236,community_hall,57515,10
236,school,161374,14
236,college,101233,21
236,marriage_hall,61937,7
236,community_hall,49909,10
236,school,24608,14
236,college,15436,21
236,marriage_hall,9441,7
236,community_hall,7606,10
237,school,93839,14
237,college,58861,21
237,marriage_hall,35993,7
237,community_hall,28997,10
237,school,84716,14
237,college,53138,21
237,marriage_hall,32492,7
237,community_hall,26177,10
237,school,9123,14
237,college,5722,21
237,marriage_hall,3500,7
237,community_hall,2820,10
238,school,75022,14
238,college,47080,21
238,marriage_hall,28862,7
238,community_hall,23274,10
238,school,68835,14
238,college,43198,21
238,marriage_hall,26483,7
238,community_hall,21356,10
238,school,6186,14
238,college,3882,21
238,marriage_hall,2379,7
238,community_hall,1918,10
239,school,47738,14
239,college,29950,21
239,marriage_hall,18333,7
239,community_hall,14775,10
239,school,42003,14
239,college,26352,21
239,marriage_hall,16131,7
239,community_hall,13000,10
239,school,5735,14
239,college,3598,21
239,marriage_hall,2202,7
239,community_hall,1775,10
240,school,29807,14
240,college,18703,21
240,marriage_hall,11458,7
240,community_hall,9237,10
240,school,27606,14
240,college,17322,21
240,marriage_hall,10613,7
240,community_hall,8556,10
240,school,2200,14
240,college,1380,21
240,marriage_hall,845,7
240,community_hall,681,10
241,school,1881,14
241,college,1181,21
241,marriage_hall,726,7
241,community_hall,586,10
241,school,1679,14
241,college,1054,21
241,marriage_hall,648,7
241,community_hall,523,10
241,school,201,14
241,college,126,21
241,marriage_hall,78,7
241,community_hall,63,10
242,school,5877,14
242,college,3691,21
242,marriage_hall,2270,7
242,community_hall,1833,10
242,school,5650,14
242,college,3548,21
242,marriage_hall,2182,7
242,community_hall,1762,10
242,school,226,14
242,college,142,21
242,marriage_hall,87,7
242,community_hall,70,10
243,school,6332,14
243,college,3976,21
243,marriage_hall,2447,7
243,community_hall,1976,10
243,school,5411,14
243,college,3398,21
243,marriage_hall,2090,7
243,community_hall,1687,10
243,school,920,14
243,college,578,21
243,marriage_hall,356,7
243,community_hall,288,10
244,school,12266,14
244,college,7705,21
244,marriage_hall,4746,7
244,community_hall,3833,10
244,school,6936,14
244,college,4356,21
244,marriage_hall,2679,7
244,community_hall,2163,10
244,school,5329,14
244,college,3349,21
244,marriage_hall,2066,7
244,community_hall,1670,10
245,school,2150,14
245,college,1350,21
245,marriage_hall,830,7
245,community_hall,670,10
245,school,1676,14
245,college,1053,21
245,marriage_hall,648,7
245,community_hall,523,10
245,school,473,14
245,college,296,21
245,marriage_hall,181,7
245,community_hall,146,10
246,school,3630,14
246,college,2280,21
246,marriage_hall,1404,7
246,community_hall,1134,10
246,school,2931,14
246,college,1841,21
246,marriage_hall,1132,7
246,community_hall,914,10
246,school,698,14
246,college,439,21
246,marriage_hall,271,7
246,community_hall,219,10
247,school,3365,14
247,college,2112,21
247,marriage_hall,1296,7
247,community_hall,1045,10
247,school,2577,14
247,college,1617,21
247,marriage_hall,992,7
247,community_hall,800,10
247,school,788,14
247,college,494,21
247,marriage_hall,304,7
247,community_hall,245,10
248,school,7598,14
248,college,4771,21
248,marriage_hall,2934,7
248,community_hall,2368,10
248,school,3398,14
248,college,2132,21
248,marriage_hall,1308,7
248,community_hall,1055,10
248,school,4200,14
248,college,2638,21
248,marriage_hall,1626,7
248,community_hall,1313,10
249,school,3575,14
249,college,2244,21
249,marriage_hall,1378,7
249,community_hall,1112,10
249,school,3000,14
249,college,1883,21
249,marriage_hall,1156,7
249,community_hall,933,10
249,school,575,14
249,college,361,21
249,marriage_hall,222,7
249,community_hall,179,10
250,school,4809,14
250,college,3019,21
250,marriage_hall,1853,7
250,community_hall,1495,10
250,school,3728,14
250,college,2340,21
250,marriage_hall,1435,7
250,community_hall,1158,10
250,school,1080,14
250,college,678,21
250,marriage_hall,418,7
250,community_hall,337,10
251,school,4255,14
251,college,2671,21
251,marriage_hall,1641,7
251,community_hall,1324,10
251,school,3056,14
251,college,1918,21
251,marriage_hall,1177,7
251,community_hall,949,10
251,school,1198,14
251,college,752,21
251,marriage_hall,464,7
251,community_hall,374,10
252,school,1522,14
252,college,956,21
252,marriage_hall,588,7
252,community_hall,475,10
252,school,1237,14
252,college,776,21
252,marriage_hall,477,7
252,community_hall,385,10
252,school,285,14
252,college,179,21
252,marriage_hall,110,7
252,community_hall,89,10
253,school,6371,14
253,college,4000,21
253,marriage_hall,2459,7
253,community_hall,1985,10
253,school,5532,14
253,college,3473,21
253,marriage_hall,2133,7
253,community_hall,1721,10
253,school,839,14
253,college,527,21
253,marriage_hall,325,7
253,community_hall,263,10
254,school,4788,14
254,college,3005,21
254,marriage_hall,1844,7
254,community_hall,1487,10
254,school,3886,14
254,college,2438,21
254,marriage_hall,1495,7
254,community_hall,1205,10
254,school,901,14
254,college,566,21
254,marriage_hall,349,7
254,community_hall,282,10
255,school,3549,14
255,college,2228,21
255,marriage_hall,1367,7
255,community_hall,1103,10
255,school,2992,14
255,college,1878,21
255,marriage_hall,1151,7
255,community_hall,928,10
255,school,557,14
255,college,350,21
255,marriage_hall,216,7
255,community_hall,174,10
256,school,3908,14
256,college,2452,21
256,marriage_hall,1501,7
256,community_hall,1210,10
256,school,3807,14
256,college,2389,21
256,marriage_hall,1462,7
256,community_hall,1178,10
256,school,100,14
256,college,63,21
256,marriage_hall,38,7
256,community_hall,31,10
257,school,349,14
257,college,219,21
257,marriage_hall,135,7
257,community_hall,109,10
257,school,244,14
257,college,153,21
257,marriage_hall,94,7
257,community_hall,76,10
257,school,104,14
257,college,65,21
257,marriage_hall,40,7
257,community_hall,32,10
258,school,2337,14
258,college,1468,21
258,marriage_hall,904,7
258,community_hall,730,10
258,school,1842,14
258,college,1157,21
258,marriage_hall,712,7
258,community_hall,575,10
258,school,494,14
258,college,310,21
258,marriage_hall,191,7
258,community_hall,154,10
259,school,6279,14
259,college,3943,21
259,marriage_hall,2425,7
259,community_hall,1958,10
259,school,4870,14
259,college,3058,21
259,marriage_hall,1880,7
259,community_hall,1517,10
259,school,1408,14
259,college,885,21
259,marriage_hall,545,7
259,community_hall,441,10
260,school,915,14
260,college,575,21
260,marriage_hall,354,7
260,community_hall,286,10
260,school,873,14
260,college,548,21
260,marriage_hall,338,7
260,community_hall,273,10
260,school,42,14
260,college,26,21
260,marriage_hall,16,7
260,community_hall,13,10
261,school,10640,14
261,college,6676,21
261,marriage_hall,4089,7
261,community_hall,3296,10
261,school,9169,14
261,college,5753,21
261,marriage_hall,3523,7
261,community_hall,2840,10
261,school,1470,14
261,college,922,21
261,marriage_hall,565,7
261,community_hall,456,10
262,school,8425,14
262,college,5292,21
262,marriage_hall,3260,7
262,community_hall,2634,10
262,school,6005,14
262,college,3772,21
262,marriage_hall,2323,7
262,community_hall,1876,10
262,school,2419,14
262,college,1520,21
262,marriage_hall,937,7
262,community_hall,757,10
263,school,6047,14
263,college,3797,21
263,marriage_hall,2334,7
263,community_hall,1883,10
263,school,4871,14
263,college,3059,21
263,marriage_hall,1881,7
263,community_hall,1519,10
263,school,1176,14
263,college,738,21
263,marriage_hall,452,7
263,community_hall,364,10
264,school,7132,14
264,college,4477,21
264,marriage_hall,2750,7
264,community_hall,2219,10
264,school,5637,14
264,college,3539,21
264,marriage_hall,2175,7
264,community_hall,1755,10
264,school,1494,14
264,college,937,21
264,marriage_hall,575,7
264,community_hall,463,10
265,school,16331,14
265,college,10256,21
265,marriage_hall,6311,7
265,community_hall,5095,10
265,school,7785,14
265,college,4888,21
265,marriage_hall,3006,7
265,community_hall,2426,10
265,school,8546,14
265,college,5367,21
265,marriage_hall,3304,7
265,community_hall,2669,10
266,school,7086,14
266,college,4451,21
266,marriage_hall,2744,7
266,community_hall,2217,10
266,school,6027,14
266,college,3786,21
266,marriage_hall,2335,7
266,community_hall,1887,10
266,school,1058,14
266,college,664,21
266,marriage_hall,409,7
266,community_hall,330,10
267,school,8414,14
267,college,5282,21
267,marriage_hall,3242,7
267,community_hall,2616,10
267,school,6839,14
267,college,4293,21
267,marriage_hall,2635,7
267,community_hall,2126,10
267,school,1575,14
267,college,988,21
267,marriage_hall,607,7
267,community_hall,490,10
268,school,2199,14
268,college,1381,21
268,marriage_hall,853,7
268,community_hall,689,10
268,school,1869,14
268,college,1174,21
268,marriage_hall,725,7
268,community_hall,586,10
268,school,329,14
268,college,207,21
268,marriage_hall,127,7
268,community_hall,103,10
269,school,3181,14
269,college,1997,21
269,marriage_hall,1228,7
269,community_hall,991,10
269,school,2475,14
269,college,1554,21
269,marriage_hall,956,7
269,community_hall,771,10
269,school,706,14
269,college,443,21
269,marriage_hall,272,7
269,community_hall,219,10
270,school,11535,14
270,college,7243,21
270,marriage_hall,4454,7
270,community_hall,3596,10
270,school,6290,14
270,college,3948,21
270,marriage_hall,2424,7
270,community_hall,1956,10
270,school,5244,14
270,college,3294,21
270,marriage_hall,2030,7
270,community_hall,1640,10
271,school,4085,14
271,college,2565,21
271,marriage_hall,1576,7
271,community_hall,1271,10
271,school,3491,14
271,college,2191,21
271,marriage_hall,1346,7
271,community_hall,1086,10
271,school,594,14
271,college,373,21
271,marriage_hall,229,7
271,community_hall,185,10
272,school,20417,14
272,college,12812,21
272,marriage_hall,7854,7
272,community_hall,6333,10
272,school,20096,14
272,college,12611,21
272,marriage_hall,7730,7
272,community_hall,6233,10
272,school,320,14
272,college,201,21
272,marriage_hall,123,7
272,community_hall,99,10
273,school,6001,14
273,college,3766,21
273,marriage_hall,2310,7
273,community_hall,1863,10
273,school,5174,14
273,college,3247,21
273,marriage_hall,1991,7
273,community_hall,1606,10
273,school,826,14
273,college,518,21
273,marriage_hall,318,7
273,community_hall,256,10
274,school,11702,14
274,college,7344,21
274,marriage_hall,4504,7
274,community_hall,3633,10
274,school,10918,14
274,college,6852,21
274,marriage_hall,4203,7
274,community_hall,3389,10
274,school,783,14
274,college,491,21
274,marriage_hall,301,7
274,community_hall,243,10
275,school,10194,14
275,college,6400,21
275,marriage_hall,3933,7
275,community_hall,3174,10
275,school,6434,14
275,college,4039,21
275,marriage_hall,2482,7
275,community_hall,2003,10
275,school,3760,14
275,college,2361,21
275,marriage_hall,1451,7
275,community_hall,1171,10
276,school,18176,14
276,college,11413,21
276,marriage_hall,7020,7
276,community_hall,5667,10
276,school,11656,14
276,college,7319,21
276,marriage_hall,4501,7
276,community_hall,3634,10
276,school,6519,14
276,college,4094,21
276,marriage_hall,2518,7
276,community_hall,2033,10
277,school,22387,14
277,college,14061,21
277,marriage_hall,8659,7
277,community_hall,6993,10
277,school,8428,14
277,college,5293,21
277,marriage_hall,3259,7
277,community_hall,2632,10
277,school,13958,14
277,college,8767,21
277,marriage_hall,5399,7
277,community_hall,4361,10
278,school,19626,14
278,college,12324,21
278,marriage_hall,7578,7
278,community_hall,6118,10
278,school,11732,14
278,college,7367,21
278,marriage_hall,4529,7
278,community_hall,3655,10
278,school,7893,14
278,college,4956,21
278,marriage_hall,3049,7
278,community_hall,2462,10
279,school,7895,14
279,college,4956,21
279,marriage_hall,3045,7
279,community_hall,2457,10
279,school,6729,14
279,college,4224,21
279,marriage_hall,2595,7
279,community_hall,2095,10
279,school,1165,14
279,college,731,21
279,marriage_hall,449,7
279,community_hall,362,10
280,school,6199,14
280,college,3892,21
280,marriage_hall,2393,7
280,community_hall,1931,10
280,school,5476,14
280,college,3439,21
280,marriage_hall,2114,7
280,community_hall,1707,10
280,school,722,14
280,college,453,21
280,marriage_hall,278,7
280,community_hall,224,10
281,school,3720,14
281,college,2336,21
281,marriage_hall,1437,7
281,community_hall,1160,10
281,school,3076,14
281,college,1932,21
281,marriage_hall,1188,7
281,community_hall,959,10
281,school,643,14
281,college,404,21
281,marriage_hall,249,7
281,community_hall,201,10
282,school,3617,14
282,college,2271,21
282,marriage_hall,1397,7
282,community_hall,1128,10
282,school,1597,14
282,college,1003,21
282,marriage_hall,617,7
282,community_hall,498,10
282,school,2020,14
282,college,1268,21
282,marriage_hall,780,7
282,community_hall,630,10
283,school,17250,14
283,college,10832,21
283,marriage_hall,6664,7
283,community_hall,5381,10
283,school,3682,14
283,college,2312,21
283,marriage_hall,1421,7
283,community_hall,1147,10
283,school,13568,14
283,college,8520,21
283,marriage_hall,5242,7
283,community_hall,4233,10
284,school,5412,14
284,college,3398,21
284,marriage_hall,2090,7
284,community_hall,1687,10
284,school,3320,14
284,college,2084,21
284,marriage_hall,1281,7
284,community_hall,1034,10
284,school,2092,14
284,college,1313,21
284,marriage_hall,808,7
284,community_hall,652,10
285,school,2786,14
285,college,1749,21
285,marriage_hall,1075,7
285,community_hall,867,10
285,school,1411,14
285,college,886,21
285,marriage_hall,544,7
285,community_hall,439,10
285,school,1375,14
285,college,863,21
285,marriage_hall,530,7
285,community_hall,428,10
286,school,6952,14
286,college,4366,21
286,marriage_hall,2685,7
286,community_hall,2168,10
286,school,3991,14
286,college,2506,21
286,marriage_hall,1541,7
286,community_hall,1244,10
286,school,2961,14
286,college,1859,21
286,marriage_hall,1144,7
286,community_hall,923,10
287,school,5060,14
287,college,3177,21
287,marriage_hall,1952,7
287,community_hall,1575,10
287,school,4168,14
287,college,2617,21
287,marriage_hall,1608,7
287,community_hall,1298,10
287,school,891,14
287,college,559,21
287,marriage_hall,343,7
287,community_hall,277,10
288,school,2430,14
288,college,1525,21
288,marriage_hall,937,7
288,community_hall,756,10
288,school,1356,14
288,college,851,21
288,marriage_hall,524,7
288,community_hall,423,10
288,school,1073,14
288,college,673,21
288,marriage_hall,413,7
288,community_hall,333,10
289,school,75188,14
289,college,47249,21
289,marriage_hall,29170,7
289,community_hall,23582,10
289,school,45558,14
289,college,28625,21
289,marriage_hall,17660,7
289,community_hall,14273,10
289,school,29629,14
289,college,18623,21
289,marriage_hall,11510,7
289,community_hall,9309,10
290,school,38161,14
290,college,23981,21
290,marriage_hall,14805,7
290,community_hall,11968,10
290,school,32762,14
290,college,20586,21
290,marriage_hall,12704,7
290,community_hall,10269,10
290,school,5399,14
290,college,3394,21
290,marriage_hall,2100,7
290,community_hall,1699,10
291,school,16396,14
291,college,10300,21
291,marriage_hall,6349,7
291,community_hall,5130,10
291,school,14625,14
291,college,9187,21
291,marriage_hall,5661,7
291,community_hall,4573,10
291,school,1771,14
291,college,1113,21
291,marriage_hall,688,7
291,community_hall,556,10
292,school,30043,14
292,college,18872,21
292,marriage_hall,11628,7
292,community_hall,9393,10
292,school,24800,14
292,college,15577,21
292,marriage_hall,9593,7
292,community_hall,7749,10
292,school,5242,14
292,college,3294,21
292,marriage_hall,2034,7
292,community_hall,1644,10
293,school,27581,14
293,college,17315,21
293,marriage_hall,10636,7
293,community_hall,8582,10
293,school,24381,14
293,college,15306,21
293,marriage_hall,9403,7
293,community_hall,7588,10
293,school,3200,14
293,college,2008,21
293,marriage_hall,1232,7
293,community_hall,994,10
294,school,13591,14
294,college,8531,21
294,marriage_hall,5235,7
294,community_hall,4223,10
294,school,11707,14
294,college,7348,21
294,marriage_hall,4510,7
294,community_hall,3638,10
294,school,1883,14
294,college,1182,21
294,marriage_hall,724,7
294,community_hall,584,10
295,school,6061,14
295,college,3803,21
295,marriage_hall,2331,7
295,community_hall,1879,10
295,school,5500,14
295,college,3451,21
295,marriage_hall,2115,7
295,community_hall,1705,10
295,school,560,14
295,college,351,21
295,marriage_hall,215,7
295,community_hall,174,10
296,school,16312,14
296,college,10235,21
296,marriage_hall,6271,7
296,community_hall,5055,10
296,school,14480,14
296,college,9086,21
296,marriage_hall,5567,7
296,community_hall,4488,10
296,school,1831,14
296,college,1149,21
296,marriage_hall,704,7
296,community_hall,567,10
297,school,11056,14
297,college,6939,21
297,marriage_hall,4257,7
297,community_hall,3434,10
297,school,9979,14
297,college,6263,21
297,marriage_hall,3843,7
297,community_hall,3099,10
297,school,1077,14
297,college,675,21
297,marriage_hall,414,7
297,community_hall,334,10
298,school,35497,14
298,college,22288,21
298,marriage_hall,13701,7
298,community_hall,11059,10
298,school,19682,14
298,college,12355,21
298,marriage_hall,7587,7
298,community_hall,6122,10
298,school,15815,14
298,college,9932,21
298,marriage_hall,6113,7
298,community_hall,4937,10
299,school,16795,14
299,college,10538,21
299,marriage_hall,6455,7
299,community_hall,5203,10
299,school,15584,14
299,college,9778,21
299,marriage_hall,5989,7
299,community_hall,4827,10
299,school,1211,14
299,college,760,21
299,marriage_hall,465,7
299,community_hall,375,10
300,school,38201,14
300,college,23989,21
300,marriage_hall,14755,7
300,community_hall,11913,10
300,school,35828,14
300,college,22498,21
300,marriage_hall,13837,7
300,community_hall,11171,10
300,school,2373,14
300,college,1490,21
300,marriage_hall,917,7
300,community_hall,741,10
301,school,84190,14
301,college,52878,21
301,marriage_hall,32556,7
301,community_hall,26293,10
301,school,75388,14
301,college,47349,21
301,marriage_hall,29151,7
301,community_hall,23544,10
301,school,8802,14
301,college,5528,21
301,marriage_hall,3404,7
301,community_hall,2749,10
302,school,43304,14
302,college,27189,21
302,marriage_hall,16710,7
302,community_hall,13487,10
302,school,37354,14
302,college,23453,21
302,marriage_hall,14411,7
302,community_hall,11631,10
302,school,5949,14
302,college,3736,21
302,marriage_hall,2298,7
302,community_hall,1855,10
303,school,72813,14
303,college,45719,21
303,marriage_hall,28107,7
303,community_hall,22688,10
303,school,66447,14
303,college,41721,21
303,marriage_hall,25645,7
303,community_hall,20700,10
303,school,6366,14
303,college,3998,21
303,marriage_hall,2462,7
303,community_hall,1988,10
304,school,41065,14
304,college,25781,21
304,marriage_hall,15838,7
304,community_hall,12781,10
304,school,37891,14
304,college,23787,21
304,marriage_hall,14609,7
304,community_hall,11788,10
304,school,3174,14
304,college,1994,21
304,marriage_hall,1228,7
304,community_hall,992,10
305,school,121340,14
305,college,76187,21
305,marriage_hall,46831,7
305,community_hall,37800,10
305,school,105375,14
305,college,66159,21
305,marriage_hall,40656,7
305,community_hall,32813,10
305,school,15965,14
305,college,10027,21
305,marriage_hall,6174,7
305,community_hall,4986,10
306,school,82858,14
306,college,52031,21
306,marriage_hall,32005,7
306,community_hall,25839,10
306,school,75300,14
306,college,47283,21
306,marriage_hall,29075,7
306,community_hall,23471,10
306,school,7557,14
306,college,4748,21
306,marriage_hall,2929,7
306,community_hall,2368,10
307,school,44750,14
307,college,28096,21
307,marriage_hall,17266,7
307,community_hall,13935,10
307,school,40780,14
307,college,25602,21
307,marriage_hall,15727,7
307,community_hall,12691,10
307,school,3970,14
307,college,2494,21
307,marriage_hall,1538,7
307,community_hall,1243,10
308,school,29393,14
308,college,18452,21
308,marriage_hall,11330,7
308,community_hall,9142,10
308,school,27308,14
308,college,17142,21
308,marriage_hall,10524,7
308,community_hall,8491,10
308,school,2084,14
308,college,1309,21
308,marriage_hall,806,7
308,community_hall,651,10
309,school,57146,14
309,college,35884,21
309,marriage_hall,22067,7
309,community_hall,17815,10
309,school,45688,14
309,college,28686,21
309,marriage_hall,17633,7
309,community_hall,14233,10
309,school,11458,14
309,college,7197,21
309,marriage_hall,4434,7
309,community_hall,3582,10
310,school,57206,14
310,college,35927,21
310,marriage_hall,22109,7
310,community_hall,17854,10
310,school,46640,14
310,college,29289,21
310,marriage_hall,18018,7
310,community_hall,14548,10
310,school,10565,14
310,college,6637,21
310,marriage_hall,4091,7
310,community_hall,3305,10
311,school,49767,14
311,college,31259,21
311,marriage_hall,19252,7
311,community_hall,15551,10
311,school,44970,14
311,college,28245,21
311,marriage_hall,17391,7
311,community_hall,14046,10
311,school,4797,14
311,college,3014,21
311,marriage_hall,1861,7
311,community_hall,1504,10
312,school,47234,14
312,college,29669,21
312,marriage_hall,18273,7
312,community_hall,14760,10
312,school,37638,14
312,college,23639,21
312,marriage_hall,14552,7
312,community_hall,11753,10
312,school,9595,14
312,college,6029,21
312,marriage_hall,3720,7
312,community_hall,3007,10
313,school,46083,14
313,college,28944,21
313,marriage_hall,17820,7
313,community_hall,14393,10
313,school,41838,14
313,college,26277,21
313,marriage_hall,16176,7
313,community_hall,13063,10
313,school,4244,14
313,college,2666,21
313,marriage_hall,1644,7
313,community_hall,1329,10
314,school,40917,14
314,college,25684,21
314,marriage_hall,15765,7
314,community_hall,12719,10
314,school,36043,14
314,college,22623,21
314,marriage_hall,13881,7
314,community_hall,11197,10
314,school,4873,14
314,college,3061,21
314,marriage_hall,1884,7
314,community_hall,1521,10
315,school,9197,14
315,college,5775,21
315,marriage_hall,3549,7
315,community_hall,2864,10
315,school,6503,14
315,college,4083,21
315,marriage_hall,2508,7
315,community_hall,2024,10
315,school,2694,14
315,college,1691,21
315,marriage_hall,1041,7
315,community_hall,840,10
316,school,75164,14
316,college,47214,21
316,marriage_hall,29088,7
316,community_hall,23499,10
316,school,61507,14
316,college,38636,21
316,marriage_hall,23803,7
316,community_hall,19229,10
316,school,13656,14
316,college,8578,21
316,marriage_hall,5285,7
316,community_hall,4270,10
317,school,52863,14
317,college,33194,21
317,marriage_hall,20412,7
317,community_hall,16478,10
317,school,48127,14
317,college,30220,21
317,marriage_hall,18581,7
317,community_hall,14999,10
317,school,4735,14
317,college,2974,21
317,marriage_hall,1830,7
317,community_hall,1478,10
318,school,28522,14
318,college,17915,21
318,marriage_hall,11036,7
318,community_hall,8915,10
318,school,26442,14
318,college,16609,21
318,marriage_hall,10232,7
318,community_hall,8265,10
318,school,2079,14
318,college,1306,21
318,marriage_hall,804,7
318,community_hall,649,10
319,school,31802,14
319,college,19970,21
319,marriage_hall,12282,7
319,community_hall,9915,10
319,school,27036,14
319,college,16975,21
319,marriage_hall,10435,7
319,community_hall,8423,10
319,school,4766,14
319,college,2994,21
319,marriage_hall,1846,7
319,community_hall,1492,10
320,school,20747,14
320,college,13028,21
320,marriage_hall,8011,7
320,community_hall,6467,10
320,school,19220,14
320,college,12068,21
320,marriage_hall,7420,7
320,community_hall,5990,10
320,school,1527,14
320,college,959,21
320,marriage_hall,590,7
320,community_hall,477,10
321,school,65368,14
321,college,41049,21
321,marriage_hall,25252,7
321,community_hall,20388,10
321,school,59209,14
321,college,37181,21
321,marriage_hall,22869,7
321,community_hall,18463,10
321,school,6158,14
321,college,3868,21
321,marriage_hall,2382,7
321,community_hall,1924,10
322,school,54554,14
322,college,34279,21
322,marriage_hall,21153,7
322,community_hall,17099,10
